,line_no,line_up,station_num,station_0,station_1,station_2,station_3,station_4,station_5,station_6,station_7,station_8,station_9,station_10,station_11,station_12,station_13,station_14,station_15,station_16,station_17,station_18,station_19,station_20,station_21,station_22,station_23,station_24,station_25,station_26,station_27,station_28,station_29,station_30,station_31,station_32,station_33,station_34,station_35,station_36,station_37,station_38,station_39,station_40,station_41,station_42,station_43,station_44,station_45,station_46,station_47,station_48,station_49,station_50,station_51,station_52,station_53,station_54,station_55,station_56,station_57,station_58,station_59,station_60,station_61,station_62,station_63,station_64,station_65,station_66,station_67,station_68,station_69,station_70,station_71,station_72,station_73,station_74,station_75,station_76,station_77,station_78,station_79,station_80,station_81,station_82,station_83,station_84,station_85
1002,758路(尚未开通),0,19,天津南站,社会山中心,瑞欣广场,张家窝镇政府,灵泉南里,锦江之星[天津南站店],家华里,家合里,家诚里,张家窝家泰里,木厂村,冯高庄,青沙路,泰华路,辛口医院,当城,当城批发市场,水高庄园,水高庄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,758路(尚未开通),1,19,水高庄,水高庄园,当城批发市场,当城,辛口医院,泰华路,青沙路,冯高庄,木厂村,张家窝家泰里,家诚里,家合里,家华里,锦江之星[天津南站店],灵泉南里,张家窝镇政府,瑞欣广场,社会山中心,天津南站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,720路,0,18,军粮城示范镇,军华园,军丽园,大安道,军粮城地铁站,乐易购生活购物广场,机米厂综合楼,军悦里,军粮城市场,九大桥,丽湖环路南桥,国电客服北方园区,欢乐谷东,东丽湖度假村,北大附中,万科实验模范学校,阅湖苑,东丽湖公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,720路,1,18,东丽湖公交站,阅湖苑,万科实验模范学校,北大附中,东丽湖度假村,欢乐谷东,国电客服北方园区,丽湖环路南桥,九大桥,军粮城市场,军悦里,机米厂综合楼,乐易购生活购物广场,军粮城地铁站,大安道,军丽园,军华园,军粮城示范镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,773路,0,14,黄花店公交站,怡馨花园,黄花店中心街,黄花店小学,黄花店医院,黄花店中学,鱼市庄,李各庄,石各庄北,石各庄医院,石各庄小学,西肖庄,花岗岩市场,汊沽港科技谷公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,773路,1,14,汊沽港科技谷公交站,花岗岩市场,西肖庄,石各庄小学,石各庄医院,石各庄北,李各庄,鱼市庄,黄花店中学,黄花店医院,黄花店小学,黄花店中心街,怡馨花园,黄花店公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,767路,0,16,高村公交站,牛镇新苑,牛镇,三间房,新房子,后屯,杨疙疸村,旧县,八里庄[武清区],窑上村[武清区],大东路口,齐东营村,前屯,杨村第一中学,蒲瑞祥园中区,凯旋王国公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,767路,1,16,凯旋王国公交站,蒲瑞祥园中区,杨村第一中学,前屯,齐东营村,大东路口,窑上村[武清区],八里庄[武清区],旧县,杨疙疸村,后屯,新房子,三间房,牛镇,牛镇新苑,高村公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,726路(临时专线),0,12,华润万家北辰店,马庄,北仓礼堂,北仓,北辰医院,北辰中医医院,化工大楼,双街新家园,九园公路,季庄子,霍庄子,东赵庄新家园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,726路(临时专线),1,12,东赵庄新家园,霍庄子,季庄子,九园公路,双街新家园,化工大楼,北辰中医医院,北辰医院,北仓,北仓礼堂,马庄,华润万家北辰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,732路(支线),0,8,荣居园(双青新家园公交站),荣溪园,瑞景时代,盛安园,荣康园,龙洲道,瑞景中学,西横堤地铁站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,732路(支线),1,8,西横堤地铁站,瑞景中学,龙洲道,荣康园,盛安园,瑞景时代,荣溪园,荣居园(双青新家园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,772路,0,14,武清城际站(终点站),经纬城市绿洲,亨通花园,盛世年华,西柳行,东辛庄,西辛庄村口,茨州村,高王路涞鱼路口,杨庄子村[武清区],小王村口,敖嘴村口,康园道高王路口,汊沽港科技谷公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,772路,1,14,汊沽港科技谷公交站,康园道高王路口,敖嘴村口,小王村口,杨庄子村[武清区],高王路涞鱼路口,茨州村,西辛庄村口,东辛庄,西柳行,盛世年华,亨通花园,经纬城市绿洲,武清城际站(终点站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,800路,0,50,渌水道站(渌水道公交站),梅林路浯水道,怡林园,榆林路桂江里,榆林路,三水南里,双水道,陵水道,珠江公园,平江里,海翔公寓,河西支队,怒江道,洞庭一号桥,洞庭路,洪泽路,太湖路,金星里,平江南里,文玥里,平江南道,宾馆南道,银河广场北(原天津宾馆),迎宾馆,鑫银大厦,儿童医院,天和医院,云南路,市一中,滨江道(乐宾百货),鞍山道地铁站,今晚报大厦,长江道,南开二纬路,天津商场,南马路,西马路,铃铛阁,复兴路,吕祖堂,怡华路,小西关,西青道,红旗地道,洪湖里,红十字会医院,丁字沽四段,丁字沽八段,丁字沽十三段(丁字沽一号路),本溪路站(本溪路公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,800路,1,52,本溪路站(本溪路公交站),丁字沽十三段(丁字沽一号路),丁字沽八段,丁字沽四段,红十字会医院,洪湖里,红旗地道,西青道,怡华路,吕祖堂,复兴路,铃铛阁,西北角地铁站,南马路,天津商场,南开二纬路,长江道,今晚报大厦,南京路海光寺,鞍山道地铁站,滨江道(吉利大厦),市一中,云南路,贵州路体育馆,天和医院,儿童医院,鑫银大厦,迎宾馆,银河广场北(原天津宾馆),宾馆南道,平江南道,文玥里,平江南里,金星里,太湖路,洪泽路,洞庭路,洞庭一号桥,怒江道,河西支队,海翔公寓,平江里,珠江公园,陵水道,双水道,三水南里,榆林路,榆林路桂江里,浯水道,怡林园,梅林路浯水道,渌水道站(渌水道公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,801路,0,40,金威创展园,金三角,线河一村,线河二村,线河新村,徐堡村[津霸公路],岔房子,岔房子村碑,东堤村,上河头,中河头,下河头,环宇饭店,阳光逸墅,青光镇,桃园别墅,青光中学,俱乐部,钢材市场,双口交通队,韩家墅,食品三厂,城建高职学院,佳园南里,本溪路地铁站,绥中南楼,本溪路,丁字沽十三段(丁字沽一号路),丁字沽八段,丁字沽四段,丁字沽,西沽,西于庄,三条石,北门(北马路),城厢东路,鼓楼东,时代广场,南市,新华路百货大楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,801路,1,41,新华路百货大楼,荣业大街,南市食品街,鼓楼东,城厢东路,北门(北马路),估衣街,三条石,西于庄,西沽,丁字沽,丁字沽四段,丁字沽八段,丁字沽十三段(丁字沽一号路),本溪路,绥中南楼,本溪路地铁站,佳园南里,城建高职学院,食品三厂,韩家墅,双口交通队,钢材市场,俱乐部,青光中学,桃园别墅,青光镇,阳光逸墅,环宇饭店,下河头,中河头,上河头,东堤村,岔房子村碑,岔房子,徐堡村[津霸公路],线河新村,线河二村,线河一村,金三角,金威创展园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,802路,0,29,泰来道站(泰来道公交站),三百万,延吉道,北医道,顺和里,北仓,北仓礼堂,马庄,华润万家北辰店,天穆村,柳滩,邯郸道,白庙客运(津宇客运站),天昊公寓,芳草园,东于庄,小王庄,安定里,二五四医院,河北五马路,河北三马路,金纬路,狮子林大街,昌海公寓,新货场,胜利路,平安街,意式风情区(进步道),天津站(天津站A4站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,802路,1,27,天津站(天津站A4站台),新货场,昌海公寓(近新货场),狮子林大街,金纬路,金钢桥,河北三马路,河北五马路,二五四医院,安定里,小王庄,东于庄,芳草园,天昊公寓,白庙客运(津宇客运站),邯郸道,柳滩,天穆村,华润万家北辰店,马庄,北仓礼堂,北仓,顺和里,北医道,延吉道,三百万,泰来道站(泰来道公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,803路,0,34,淮河道公交站,淮兴园,淮祥园,淮和园,宸宜花园,都市桃源公寓,普祥里,三千路,民宜里,振宜楼,宜白楼(宜白路),普济河道立交桥,榆关道,南口路(第一医院),新开桥,河北四马路,辰纬路北,黄纬路,金纬路,狮子林大街,秋实园,李地大街,李公楼,华北医院,六纬路十二经路,凯旋门,合肥道,新华中学,鸿华里,泰达园,西楼,广东路西南楼,越秀路,文化中心公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,803路,1,35,文化中心公交站,越秀路,广东路西南楼,西楼,泰达园,鸿华里,浦口道,合肥道,凯旋门,东海商厦,华北医院,李公楼,李地大街,秋实园,望海楼,狮子林大街,金纬路,黄纬路,辰纬路,河北四马路,新开桥,南口路(第一医院),榆关道,普济河道立交桥,宜白楼(宜白路),振宜楼,民宜里,三千路,普祥里,都市桃源公寓,宸宜花园,淮和园,淮祥园,淮兴园,淮河道公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,804路,0,31,新华路百货大楼,荣业大街,南市食品街,远东百货,东北角,望海楼,十字街,小树林,开云大厦,王串场四号路,金沙江路,桥园里,东窑洼,徐庄子[东丽区],工业区,大毕庄,北方五金城,金河家园,南何庄,南孙庄路口,南孙庄,东安驾校,欢坨村,欢坨大桥(金钟河桥),光辉集团,西堤头,渤海职业技术学院,曙光农场,东堤头,东堤头大桥(华北桥),永定塔陵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,804路,1,31,永定塔陵,东堤头大桥(华北桥),东堤头,曙光农场,渤海职业技术学院,西堤头,光辉集团,欢坨大桥(金钟河桥),欢坨村,东安驾校,南孙庄,南孙庄路口,南何庄,金河家园,北方五金城,大毕庄,工业区,徐庄子[东丽区],东窑洼,桥园里,金沙江路,王串场四号路,开云大厦,小树林,十字街,望海楼,东北角,鼓楼东,时代广场,南市,新华路百货大楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,806路,0,36,万科魅力城(终点站),万科魅力城,宜家家居东丽站,东丽新业广场,驯海路,丰年村,新立地铁站,张贵庄,跃进路,造纸宿舍,詹庄子,二号桥地铁站,变电所路,一号桥地铁站,新村大楼,中山门地铁站,二宫,大桥道,河东体育场,十五经路,十四经路,十三经路,地道口,六纬路八经路,六纬路六经路,天津站海河广场(天津站B2站台),民族路,胜利路,平安街,百货大楼(福安大街),荣业大街,南市食品街,鼓楼东,城厢东路,北门(北马路),大胡同商贸中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,806路,1,33,大胡同商贸中心,城厢东路,鼓楼东,南市食品街,荣业大街,百货大楼(百盛购物中心),意式风情区(进步道),天津站海河广场(天津站C2站台),六纬路六经路,六纬路八经路,地道口,十三经路,十四经路,十五经路,河东体育场,大桥道,二宫,中山门地铁站,新村大楼,一号桥地铁站,变电所路,二号桥地铁站,詹庄子,造纸宿舍,跃进路,张贵庄,新立地铁站,丰年村,驯海路,东丽新业广场,宜家家居东丽站,万科魅力城,万科魅力城(终点站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,808路,0,49,天津站(天津站A3站台),渤海大楼(大沽北路),山东路(河北路),崇仁里(河北路),湖北路,小营门,大营门,海河中学(解放南路),小刘庄,湘江道,围堤道,土城,棉四宿舍,复兴门地铁站,柳苑公寓,学苑路,灰堆,灰堆南,轻化所,中铁十八局,天职师大,李楼,双港,海河医院,文教厂,唐庄子,首创光和城,中辛庄,后辛庄,辛柴路,雅言路天桥,南洋,雅馨路天桥,博雅花园,金石南里,米兰花园,咸水沽医院,咸水沽三中,月坛商厦,咸水沽,津南大剧院,培智学校,南环红旗路,宝业馨苑,咸水沽镇政府,刘家码头,王家场,海鑫路,东张庄公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,808路,1,48,东张庄公交站,海鑫路,王家场,刘家码头,咸水沽镇政府,宝业馨苑,南环红旗路,培智学校,津南大剧院,咸水沽,月坛商厦,咸水沽三中,咸水沽医院,米兰花园,金石南里,博雅花园,雅馨路天桥,南洋,雅言路天桥,辛柴路,后辛庄,中辛庄,首创光和城,唐庄子,文教厂,海河医院,双港,李楼,天职师大,中铁十八局,轻化所,灰堆南,灰堆,学苑路,柳苑公寓,复兴门地铁站,棉四宿舍,土城,围堤道,湘江道,小刘庄,海河中学(解放南路),大营门,小营门,湖北路,荣善西里,口腔医院(哈尔滨道口),天津站(天津站A3站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,818路,0,41,华明新家园北公交站(华明新家园北站),华丰家园,顶秀欣园,海上国际城,华润橡树湾,旭园,紫园,翠园,泽园,明湖苑,建邦时代汇,空港经济区,EOD总部港,赵庄子,于明庄,彩丽园,龙山道祁连路口,云丽园,贺兰路,龙山道昆仑路口,岷江路,涪江南里,祥和家园,金沙江路,增光道,天津服装城,北站体育场,北宁公园,北站,辰纬路北,辰纬路南,宙纬路,黄纬路,金钢桥,北城街,鼓楼东,时代广场,南市,多伦道,津塔,长春道公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,818路,1,42,长春道公交站,津塔,多伦道,兴安路北安桥口,南市,时代广场,鼓楼东,北城街,金钢桥,黄纬路,宙纬路,辰纬路,北站,北宁公园,北站体育场,天津服装城,增光道,金沙江路,祥和家园,涪江南里,岷江路,兵营桥,龙山道昆仑路口,贺兰路,云丽园,龙山道祁连路口,彩丽园,于明庄,赵庄子,EOD总部港,空港经济区,建邦时代汇,明湖苑,泽园,翠园,紫园,旭园,华润橡树湾,海上国际城,顶秀欣园,华丰家园,华明新家园北公交站(华明新家园北站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,820路,0,34,新河庄(杭州道),珠江里[滨海塘沽],珠江小区,妇幼医院,杭州道福建北路,杭州道医院,宜昌里,吉林路,康居园,康乐园,宝山道,丹江路,金江路,梅兰日兰,顶益食品,北洋集装箱,交警四大队,药明康德,顶新总部,黄海路,腾飞路,会议中心,泰达新天地,贻欣园,天元居,鸿泰花园,市民广场,滨海伊势丹东门,枫叶学校(北海路),泰达足球场(北海路),万通国际新城,万科金域蓝湾,轻轨会展中心,会展中心公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,820路,1,33,会展中心公交站,万科金域蓝湾,万通国际新城,泰达足球场(北海路),枫叶学校(北海路),滨海伊势丹东门,市民广场,鸿泰花园,天元居,贻欣园,泰达新天地,会议中心,腾飞路,黄海路,顶新总部,药明康德,交警四大队,北洋集装箱,顶益食品,梅兰日兰,金江路,丹江路,宝山道,康乐园,康居园,吉林路,宜昌里,杭州道医院,杭州道福建北路,妇幼医院,珠江小区,珠江里[滨海塘沽],新河庄(杭州道),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,822路,0,39,塘沽火车站(新胡路),塘沽火车站(营口道),实验学校(营口道),工人新村(营口道),政通大厦,烟台道[滨海塘沽],和平路,塘沽外滩公园,东大街,公安街,高铁于家堡站,中心商务区管委会,浙商大厦,滨海国泰大厦,安阳道,碧水庄园,远景庄园,潮音寺,和谐园,石油新村,石油新村五区,石油新村六区,万科清雅苑,中部新城,临港经济区管委会,乐金渤海,大沽化工厂[临港厂区],黄河道[滨海塘沽],东方新城,长江道[滨海塘沽],国际轮胎,智能装备园,中建商混,均利石材,海泰工业园,天广消防,水科所,天保社区(月湾花园),泰达星海湾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,822路,1,39,泰达星海湾,天保社区(月湾花园),水科所,天广消防,海泰工业园,中建商混,均利石材,智能装备园,国际轮胎,长江道[滨海塘沽],东方新城,黄河道[滨海塘沽],大沽化工厂[临港厂区],乐金渤海,临港经济区管委会,中部新城,万科清雅苑,石油新村六区,石油新村五区,石油新村,和谐园,潮音寺,远景庄园,碧水庄园,安阳道,滨海国泰大厦,浙商大厦,中心商务区管委会,高铁于家堡站,公安街,东大街,塘沽外滩公园,和平路,烟台道[滨海塘沽],政通大厦,工人新村(营口道),实验学校(营口道),塘沽火车站(营口道),塘沽火车站(新胡路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,824路,0,44,天安数码城公交站,珑园,津谷数码大道,杨柳青工业园,浴杨道,柳馨园,泽杨道,公用技师学院,中环学院,石家大院,新华道,龙华里,柳霞路,轻工职业学院(轻工机械厂),丰田发动机厂,京福公路[津同公路],杨柳青发电厂,王庄子[西青区西青道],建华医院,曹庄子,交通职业学院,物流中心,杨柳青农场,赵苑小区,跃升里,冬云里,西横堤,杨庄子,广阳里,跃进里[西青道],民族中学,五十一中学,西站南广场,大丰西胡同,御河湾,新三条石大街,北门(北马路),城厢东路,鼓楼东,南市食品街,百货大楼(百盛购物中心),多伦道,津塔,天津站(天津站A5站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,824路,1,43,天津站(天津站A5站台),津塔,多伦道,百货大楼(福安大街),南市食品街,鼓楼东,城厢东路,北门(北马路),新三条石大街,御河湾,大丰西胡同,西站南广场,五十一中学,民族中学,跃进里[西青道],杨庄子,西横堤,冬云里,跃升里,赵苑小区,杨柳青农场,物流中心,交通职业学院,曹庄子,建华医院,王庄子[西青区西青道],杨柳青发电厂,京福公路[津同公路],丰田发动机厂,轻工职业学院(轻工机械厂),柳霞路,龙华里,新华道,石家大院,中环学院,公用技师学院,泽杨道,柳馨园,浴杨道,杨柳青工业园,津谷数码大道,珑园,天安数码城公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,825路,0,34,欧美小镇公交站,晴景家园,美韵家园,金江路,丹江路,工农村,鸿正绿色家园(车站北路),漓江里,湘江里(车站北路),妇幼医院,杭州道福建北路,杭州道医院,杭州道中心北路,吉宁里,宏达公寓,洋货市场,地道口[滨海塘沽],金元宝商厦,青少年宫,永利花园,学校大街,巨川金海岸,新华书店,公安街,向阳楼[滨海塘沽],紫云中学,朝阳小学(新港三号路),春阳路,北仑里,濒开里,近开里,新港供热站,广开里,新港三号路(海安里),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,825路,1,34,新港三号路(海安里),广开里,新港供热站,近开里,濒开里,北仑里,春阳路,朝阳小学(新港三号路),紫云中学,向阳楼[滨海塘沽],公安街,新华书店,巨川金海岸,学校大街,永利花园,青少年宫,金元宝商厦,地道口[滨海塘沽],洋货市场,宏达公寓,吉宁里,杭州道中心北路,杭州道医院,杭州道福建北路,妇幼医院,湘江里(车站北路),漓江里,鸿正绿色家园(车站北路),工农村,丹江路,金江路,美韵家园,晴景家园,欧美小镇公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,827路,0,19,中心公园(92路/827路),天津站海河广场(天津站C1站台),六纬路六经路,南横街,华北医院,天津七中,制药厂,儿童村,军事交通学院,东局子,天山路,香山道,崂山道,盘山道,松风西里,天津八中,天山北路,紫玉园西门,太阳城站(太阳城公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,827路,1,20,太阳城站(太阳城公交站),贺兰路,云丽园,天津八中,天山北路,万兴花园,松风西里,盘山道,崂山道,香山道,天山路,东局子,军事交通学院,儿童村,制药厂,天津七中,华北医院,南横街,天津站海河广场(天津站B1站台),中心公园(92路/827路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,828路,0,23,大江里,锦江里,沧江道,岷江路,涪江南里,祥和家园,金沙江路,王串场四号路,开云大厦,四十八中学,莹津里,井冈山路,东盈里,复兴庄,新东方家园,中北里,长征路,唐家口,华北医院,南横街,天津站海河广场(天津站B2站台),口腔医院(哈尔滨道口),中心公园(承德道),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
