,line_no,line_up,station_num,station_0,station_1,station_2,station_3,station_4,station_5,station_6,station_7,station_8,station_9,station_10,station_11,station_12,station_13,station_14,station_15,station_16,station_17,station_18,station_19,station_20,station_21,station_22,station_23,station_24,station_25,station_26,station_27,station_28,station_29,station_30,station_31,station_32,station_33,station_34,station_35,station_36,station_37,station_38,station_39,station_40,station_41,station_42,station_43,station_44,station_45,station_46,station_47,station_48,station_49,station_50,station_51,station_52,station_53,station_54,station_55,station_56,station_57,station_58,station_59,station_60,station_61,station_62,station_63,station_64,station_65,station_66,station_67,station_68,station_69,station_70,station_71,station_72,station_73,station_74,station_75,station_76,station_77,station_78,station_79,station_80,station_81,station_82,station_83,station_84,station_85
782,677路,1,46,体北站(体院北公交站),宾水桥,金山里,东风里,气象台路德才里,佟楼,儿童医院,友谊路,西楼,爱国北里,南楼地铁站,大沽南路日报大厦,尖山宿舍,大沽南路,黑牛城道,太湖路,洪泽路,富民路,万明园,月牙河南路,昆仑里,昆仑北里,昆仑小区,天山路,香山道,崂山道,盘山道,松风西里,天山北路,于明庄,赵庄子,空港汽车园,汽车园东路,西三道,空港投资服务中心,科技大厦(融和广场),国际温泉高尔夫[中环西路],航天路北,航空路西八道,航空路,中心大道西九道,航天路南,西十道,中环南路(益源钢板),天保青年公寓,空港经济区公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,680路,0,42,军粮城示范镇,军华园,军丽园,大安道,军粮城地铁站,东堼,官房,无瑕道,钢花道,钢管公司,银河大酒店(津塘公路),钢管公司地铁站,金建里,十号桥,中西村,月季园,中心庄中学,中心庄,义和庄,八堡,中心桥,十二号桥,六道沟,头道沟,菁华津城,远洋城,公路管理所,塘沽职专,胡家园,滨海客运站,红光家园,胡北路,新河船厂,滨海龙都小区,塘沽火车站(营口道),实验学校(营口道),工人新村(营口道),政通大厦,洋货市场,宏达公寓,延安里,贻成东园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,680路,1,42,贻成东园,延安里,宏达公寓,洋货市场,政通大厦,工人新村(营口道),实验学校(营口道),塘沽火车站(营口道),滨海龙都小区,新河船厂,胡北路,红光家园,滨海客运站,胡家园,塘沽职专,公路管理所,远洋城,菁华津城,头道沟,六道沟,十二号桥,中心桥,八堡,义和庄,中心庄,中心庄中学,月季园,中西村,十号桥,金建里,钢管公司地铁站,银河大酒店(津塘公路),钢管公司,钢花道,无瑕道,官房,东堼,军粮城地铁站,大安道,军丽园,军华园,军粮城示范镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,681路,0,43,王顶堤商贸城,农学院,城建大学,宝德学院,橡胶研究所,机械总公司,侯台公交站,碧水家园,碧岭园,侯台花园,侯台村,新技术产业园区,王顶堤金冠里,天拖大楼,天拖地铁站,鞍山西道地铁站(原传染病医院),卧龙里,龙井里,中医学院(天津中医药大学),红磡公寓,佳音里,书香园,海光寺,升安大街(陞安大街),南门外大街,南市食品街,鼓楼东,城厢东路,东马路,望海楼,秋实园,李地大街,李公楼,华北医院,天津七中,制药厂,儿童村,军事交通学院,东局子,天山路,万新公寓,天山南路,天万道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,681路,1,43,天万道,天山南路,万新公寓,天山路,东局子,军事交通学院,儿童村,制药厂,天津七中,华北医院,李公楼,李地大街,秋实园,望海楼,城厢东路,鼓楼东,南市食品街,南门外大街,升安大街(陞安大街),海光寺,今晚报大厦,书香园,佳音里,红磡公寓,中医学院(天津中医药大学),龙井里,卧龙里,鞍山西道地铁站(原传染病医院),天拖地铁站,天拖大楼南,王顶堤金冠里,新技术产业园区,侯台村,侯台花园,碧岭园,碧水家园,侯台公交站,机械总公司,橡胶研究所,宝德学院,城建大学,农学院,王顶堤商贸城,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,685路,0,44,王顶堤站(王顶堤公交站),林苑北里,迎水北里(迎水道),迎水西里,山西宾馆,二七一医院,动物园,水乡花园,时代奥城,体育中心北,宾水道(卫津南路),体院北,宾水桥,金山里,东风里,德才里,佟楼,西康路,昆明路,湛江路,外国语大学,浦口道,合肥道,大营门,天津图书大厦,下瓦房地铁站,东楼,南楼地铁站,新围堤道日报大厦,光华桥,蝶桥公寓,中山门二号路,芳馨园,东局子,天山路,香山道,崂山道,冠云西里,倚虹东里,松风东里,天津八中,天山北路,紫玉园西门,太阳城站(太阳城公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,685路,1,41,太阳城站(太阳城公交站),万兴花园,松风东里,倚虹东里,冠云西里,崂山道,香山道,天山路,东局子,芳馨园,中山门二号路,蝶桥公寓,光华桥,新围堤道日报大厦,南楼地铁站,东楼,下瓦房地铁站,天津图书大厦,大营门,香港路,浦口道,外国语大学,湛江路,昆明路,佟楼,气象台路德才里,东风里,金山里,宾水桥,育贤里,体北道,体育中心北,时代奥城,水乡花园,动物园,二七一医院,山西宾馆,迎水西里,迎水北里(苑中路),林苑北里,王顶堤站(王顶堤公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,686路,0,60,云锦世家公交车站,万源路,万卉路,卉安道,水溪苑,溪秀苑,福姜路(芥园西道),东姜井,李家园,津华西大街(原津英中学),宜君里,芥园里,安泽里,小园,天泰小区,临潼路,长虹公园,凯立家园,兴业家园,飞云道,风荷园,南丰里,灵峰里,红磡公寓,师北里,六里台,七里台,八里台,天塔,天塔南(原环湖医院),气象南里,华夏未来,体院北,宾水桥,紫桂苑,西园西里,宾馆南道宾西楼,天津博物馆,文化中心图书馆,二附属西门,平江南里,金星里,太湖路,洪泽路,洞庭路,复兴门地铁站,柳苑公寓,学苑路,灰堆,灰堆南,雅致里,长湖路,财经大学地铁站,振财里,珠峰里,玉峰花园,北马集,马集路,海天路,双马站(双马公交站),,,,,,,,,,,,,,,,,,,,,,,,,,
790,686路,1,59,双马站(双马公交站),海天路,马集路,北马集,玉峰花园,珠峰里,振财里,财经大学地铁站,长湖路,雅致里,灰堆南,灰堆,学苑路,柳苑公寓,复兴门地铁站,洞庭路,洪泽路,太湖路,金星里,平江南里,二附属西门,文化中心图书馆,天津博物馆,宾馆南道宾西楼,西园西里,紫桂苑,宾水桥,体院北,华夏未来,气象南里,天塔南(原环湖医院),天塔,八里台,七里台,六里台,师北里,红磡公寓,灵峰里,南丰里,风荷园,飞云道,兴业家园,凯立家园,长虹公园,临潼路,天泰小区,小园,安泽里,芥园里,宜君里,津华西大街(原津英中学),李家园,东姜井,溪秀苑,水溪苑,卉安道,万卉路,万源路,云锦世家公交车站,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,688路,0,68,西站公交站(B1站台),小伙巷,新三条石大街,城厢东路,鼓楼东,时代广场,南市,多伦道,津塔,口腔医院(哈尔滨道口),大同道(建设路),曲阜道,海河中学(解放南路),湘江道,围堤道,大沽南路,珠江装饰城,汽配城,周庄子,大寺东,贾庄子,龙顺园,南里八口,佳和雅庭,赛达世纪大道,团洼,领域路,部队农场,白万公路,南八里台工业园区,南八里台[津港公路],国家农业科技园区,津南区政府,北义,老左营,光明村,潘家洼,西小站,黄家台,大安桥,安达桥,罗马广场,大港实验中学,四化建,胜利街(迎宾超市),大港世纪广场,大港公园,兴旺里,凯旋苑,永明里,上古林(小古林饭庄),大港新客运站,解放村,大港电厂生活区,大港电厂,穿港路,大港油田总医院,港南交警大队,希望路(三号院北区),油田一中,大港游泳馆,工程职业技术学院,港佳道,幸福北门,康宁东门,祥和小区,油田三中,大港桃园小区,,,,,,,,,,,,,,,,,,
792,688路,1,69,大港桃园小区,油田三中,祥和小区,康宁东门,幸福高层,幸福北门,港佳道,工程职业技术学院,大港游泳馆,油田一中,希望路(三号院北区),港南交警大队,大港油田总医院,穿港路,大港电厂,大港电厂生活区,解放村,大港新客运站,上古林(小古林饭庄),永明里,凯旋苑,兴旺里,大港公园,大港世纪广场,胜利街(迎宾超市),四化建,大港实验中学,罗马广场,安达桥,大安桥,黄家台,西小站,潘家洼,光明村,老左营,北义,津南区政府,国家农业科技园区,南八里台[津港公路],南八里台工业园区,白万公路,部队农场,领域路,团洼,赛达世纪大道,佳和雅庭,南里八口,龙顺园,贾庄子,大寺东,周庄子,汽配城,珠江装饰城,大沽南路,围堤道,湘江道,海河中学(解放南路),曲阜道,大同道,口腔医院(赤峰道口),津塔,多伦道,南市,时代广场,鼓楼东,城厢东路(北城街),新三条石大街,西站公共汽车站,西站公交站(B1站台),,,,,,,,,,,,,,,,,
793,689路,0,28,空港经济区公交站,中心大道中环南路,中心大道西十一道,中心大道西九道,航空路,航空路西八道,航天路北,国际温泉高尔夫[中环西路],科技大厦(融和广场),空港投资服务中心,西三道,汽车园东路,空港汽车园,赵庄子,于明庄,天津八中,天山北路,万兴花园,上杭花园,翠阜新村地铁站,益寿里,祈和新苑,中北里,唐家口,华北医院,南横街,天津站海河广场(天津站B1站台),天津站(天津站A2站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,689路,1,28,天津站(天津站A2站台),口腔医院(哈尔滨道口),南横街,华北医院,唐家口,中北里,祈和新苑,益寿里,翠阜新村地铁站,上杭花园,万兴花园,天山北路,天津八中,于明庄,赵庄子,空港汽车园,汽车园东路,西三道,空港投资服务中心,科技大厦(融和广场),国际温泉高尔夫[中环西路],航天路北,航空路西八道,航空路,中心大道西九道,中心大道西十一道,中心大道中环南路,空港经济区公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,693路,0,37,沂山路公交站,天津警备区,金江里,云江里,枫林路,榆林路,三水南里,双水道,陵水道,双山里,黄海里,珠峰商场,四季馨园,小海地大队,洞庭一号桥,棉四宿舍,土城,围堤道,湘江道,小刘庄,海河中学(解放南路),大营门,小营门,湖北路,荣善西里,山东路(赤峰道),滨江商厦(山西路),哈密道(山西路),保安大街,荣业大街,百货大楼(新华路口),兴安路北安桥口,南市,时代广场,鼓楼东,城厢东路,鼓楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,693路,1,37,鼓楼,城厢东路,鼓楼东,时代广场,南市,新华路百货大楼,蓉芳里,万全道,哈密道(河北路),滨江商厦(河北路),崇仁里(河北路),湖北路,小营门,大营门,海河中学(解放南路),小刘庄,湘江道,围堤道,土城,棉四宿舍,钢丝绳厂,复兴门地铁站,小海地大队,四季馨园,珠峰商场,黄海里,双山里,陵水道,双水道,三水南里,榆林路,枫林路,云江里,金江里,长泰园,天津警备区,沂山路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,698路,0,43,雅士道公交站,绮华里,久华里,迎水北里(迎水道),迎水西里,王顶堤立交桥,天津图书馆,手表厂,复康路八里台,德才里,佟楼,儿童医院,友谊路,四新宿舍,西南楼,广东路西南楼,乐园道地铁站,科技馆,二附属西门,平江南里,金星里,太湖路,洪泽路,洞庭路,洞庭一号桥,怒江道,河西支队,海翔公寓,平江里,龙江里(梅林路),九江里,三水南里,榆林路,枫林路,云江里,金江里,怡林园,浯水道,浯水道桂江里,浯水道学苑路,北马集,马集路,渌水道人人乐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,698路,1,43,渌水道人人乐,马集路,北马集,浯水道学苑路,浯水道桂江里,浯水道,怡林园,金江里,云江里,枫林路,榆林路,三水南里,九江里,龙江里(双水道),珠江里,海翔公寓,河西支队,怒江道,洞庭一号桥,洞庭路,洪泽路,太湖路,金星里,平江南里,二附属西门,科技馆,乐园道地铁站,广东路西南楼,西南楼,四新宿舍,友谊路,儿童医院,佟楼,德才里,复康路八里台,手表厂,天津图书馆,王顶堤立交桥,迎水西里,迎水北里(迎水道),久华里,绮华里,雅士道公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,678路(专线),0,34,滨海机场巴士站(机场货运区),机场一号路,机场大厦,国航大厦,东丽航空商务区,南程林,天津家具街,雪莲桥,东城家园,南大桥,中山门二号路,大桥道,大直沽后台(大直沽中路),大直沽三号路,怡安温泉公寓,福建路(奉化道),厦门路,人民公园南门,鸿华里,香港路,小营门,湖北路,长沙路,滨江道(伊势丹商厦),总医院,新兴路,天大宿舍,西湖村,龙井里,卧龙里,雅安东里,云龙里,嘉陵南里,嘉陵南里站(嘉陵南里公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,678路(专线),1,36,嘉陵南里站(嘉陵南里公交站),嘉陵南里,通江路,泊江东里,西湖道,卧龙里,龙井里,西湖村,天大宿舍,六里台桥,总医院,鞍山道地铁站,滨江道(国际商场),长沙路,湖北路,小营门,香港路,鸿华里,人民公园南门,厦门路,福建路(闽侯路),田庄,大直沽五号路,大直沽后台(荐福道),大桥道,中山门二号路,南大桥,东城家园,雪莲桥,程林公墓(天津市第二殡仪馆),南程林,东丽航空商务区,国航大厦,机场大厦,机场一号路,滨海机场巴士站(机场货运区),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,679路,0,33,丰年村,新立地铁站,张贵庄,跃进路,造纸宿舍,詹庄子,二号桥地铁站,变电所路,一号桥地铁站,万明里,月牙河南路,昆仑里,天山南路,万新公寓,香山道,崂山道,盘山道,凤歧里,卫昆桥,大众家园,真理园,盛世嘉园,岷江路,涪江南里,靖江桥,月牙河路祥和家园,桥园里,乐桥里,春和景明,春和仁居,建湖道,连云路,泗阳道站(泗阳道公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,679路,1,34,泗阳道站(泗阳道公交站),连云路,建湖道,春和仁居,春和景明,乐桥里,桥园里,月牙河路祥和家园,靖江桥,涪江南里,岷江路,盛世嘉园,真理园,大众家园,卫昆桥,万兴花园,松风西里,盘山道,崂山道,香山道,万新公寓,天山南路,昆仑里,月牙河南路,万明里,一号桥地铁站,变电所路,二号桥地铁站,詹庄子,造纸宿舍,跃进路,张贵庄,新立地铁站,丰年村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,622路,0,51,水木天成站(水木天成公交站),水木天成,西河桥,阁林园(622路/628路),绮水苑,和富里,通富里,风屏公寓,大同门,风光里,丁字沽一号路,栖霞里,芳草园,东于庄,小王庄,安定里,三十五中学,天津外国语学校,河北四马路,北站,北宁公园,北站体育场,润园里,容彩里,增产道,正义道,常州道,祈和新苑,益寿里,翠阜新村地铁站,上杭花园,万兴花园,天山北路,天津八中,于明庄,赵庄子,空港汽车园,汽车园东路,丽港大厦,空港经济区海关,空港奥特莱斯南,华旗资讯,空港经济区图书馆,邻里中心,空港经济区学校,流霞路,西八道,中心大道西九道,中心大道西十一道,中心大道中环南路,空港经济区公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,622路,1,49,空港经济区公交站,中心大道中环南路,中心大道西十一道,中心大道西九道,西八道,流霞路,空港经济区学校,邻里中心,空港经济区图书馆,华旗资讯,空港奥特莱斯南,空港经济区海关,丽港大厦,汽车园东路,空港汽车园,赵庄子,于明庄,天津八中,天山北路,万兴花园,上杭花园,翠阜新村地铁站,益寿里,祈和新苑,常州道,正义道,增产道,容彩里,润园里,北站体育场,北宁公园,北站,河北四马路,天津外国语学校,安定里,小王庄,东于庄,芳草园,栖霞里,丁字沽一号路,风光里,大同门,风屏公寓,通富里,和富里,绮水苑,西河桥,水木天成,水木天成站(水木天成公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,602路,0,46,刘园站(刘园公交站),紫瑞园西门(辰旺路),西横堤地铁站,佳宁里,佳园里,佳园南里,本溪路地铁站,绥中南楼,本溪路,丁字沽十三段(丁字沽一号路),丁字沽八段,丁字沽四段,丁字沽,丁字沽一号路,栖霞里,瑜峰园,东海花园,榆关道地道,仓联庄,张兴庄,盐坨桥,艳益家园,连云路,建湖道,春和仁居,春和景明,乐桥里,桥园里,月牙河路祥和家园,靖江桥,汇光小区,幸福公园地铁站,真理道,常州里(常州道),益寿东里,益寿里,翠阜新村地铁站,上杭花园,万兴花园,龙山道昆仑路口,贺兰路,云丽园,丹荔园,橙翠园,凤山道,太阳城站(太阳城公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,602路,1,46,太阳城站(太阳城公交站),凤山道,橙翠园,丹荔园,云丽园,贺兰路,龙山道昆仑路口,万兴花园,上杭花园,翠阜新村地铁站,益寿东里,常州里(靖江路),真理道,幸福公园地铁站,汇光小区,靖江桥,月牙河路祥和家园,桥园里,览桥里,乐桥里,春和景明,春和仁居,建湖道,连云路,艳益家园,盐坨桥,张兴庄,仓联庄,榆关道地道,东海花园,瑜峰园,栖霞里,丁字沽一号路,丁字沽,丁字沽四段,丁字沽八段,丁字沽十三段(丁字沽一号路),本溪路,绥中南楼,本溪路地铁站,佳园南里,佳园里,佳宁里,西横堤地铁站,刘园地铁站,刘园站(刘园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,623路,0,32,李明庄公交站,明盛园,昆俞北路,昆俞家园南门,满江东道,丽苑小区,丹荔园,橙翠园,蓝山园,贺兰路,龙山道昆仑路口,万兴花园,松风西里,盘山道,崂山道,香山道,万新公寓,天山南路,南大桥,中山门二号路,蝶桥公寓,二宫南门(富民路),富华小区,富民商业街,郑庄子,钢丝绳厂,复兴门地铁站,小海地大队,四季馨园,华山里地铁站,陵水道,双水道站(双水道公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,623路,1,31,双水道站(双水道公交站),陵水道,华山里地铁站,四季馨园,小海地大队,洞庭一号桥,郑庄子,富民商业街,富华小区,二宫南门(光华路),新村口,二宫,中山门二号路,南大桥,天山南路,万新公寓,香山道,崂山道,盘山道,凤歧里,龙山道昆仑路口,贺兰路,蓝山园,橙翠园,丹荔园,丽苑小区,满江东道,昆俞家园南门,昆俞北路,明盛园,李明庄公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,616路,0,36,曹庄子花卉市场,中北乐园公交站,永旺购物中心,曹庄地铁站,金霞路,曹庄欣苑西门,阜春河桥,星光橡塑,中北大道,华亭国际,假日风景,大地十二城,金厦水语(水语花城),水溪苑,卉安道,万卉路卉康道,侯台公交站,碧水家园,碧岭园,侯台花园,侯台村,新技术产业园区,榕苑路,鑫茂科技园,地华里,中孚路,华苑雅士道,雅士道长华里,长华里,华苑东路绮华里,久华里,迎水北里(迎水道),迎水西里,迎水东里,迎风道地铁站(原理工大学),王顶堤站(王顶堤公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,616路,1,37,王顶堤站(王顶堤公交站),迎风道地铁站(原理工大学),迎水东里,迎水西里,迎水北里(迎水道),久华里,华苑东路绮华里,长华里,雅士道长华里,华苑雅士道,中孚路,地华里,鑫茂科技园,榕苑路,华天道,新技术产业园区,侯台村,侯台花园,碧岭园,碧水家园,侯台公交站,万卉路卉康道,卉安道,水溪苑,金厦水语(水语花城),大地十二城,假日风景,华亭国际,中北大道,星光橡塑,阜春河桥,曹庄欣苑西门,金霞路,曹庄地铁站,永旺购物中心,中北乐园公交站,曹庄子花卉市场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,682路,0,30,体北站(体院北公交站),宾水桥,宾馆西路,文化中心地铁站,越秀路,广东路西南楼,大沽南路日报大厦,尖山宿舍,大沽南路,红霞里,黑牛城道,文才公寓,郁江南里,珠江装饰城,珠江道,汽配城,江水道,解放南路地铁站(原卫津桥),大任庄北,红磡领世郡北门,红磡会馆,红磡钟楼,领世深白,双港新家园北,微山南路,仁和园,恒生科技园,新尚园,华润中央公园,双港新家园站(双港新家园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,682路,1,30,双港新家园站(双港新家园公交站),华润中央公园,新尚园,恒生科技园,仁和园,微山南路,双港新家园北,领世深白,红磡钟楼,红磡会馆,红磡领世郡北门,大任庄北,解放南路地铁站(原卫津桥),江水道,汽配城,珠江道,珠江装饰城,郁江南里,文才公寓,黑牛城道,红霞里,大沽南路,尖山宿舍,大沽南路日报大厦,广东路西南楼,越秀路,文化中心地铁站,宾馆西路,宾水桥,体北站(体院北公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,659路(区间),0,24,下瓦房公交站,东楼,南楼地铁站,大沽南路日报大厦,大沽南路,珠江装饰城,汽配城,江水道,大任庄,大寺东,贾庄子,龙顺园,南里八口,佳和雅庭,赛达世纪大道,团洼,领域路,部队农场,白万公路,南八里台工业园区,南八里台[津港公路],津南区政府,天嘉湖,星耀五洲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,659路(区间),1,24,星耀五洲,天嘉湖,津南区政府,南八里台[津港公路],南八里台工业园区,白万公路,部队农场,领域路,团洼,赛达世纪大道,佳和雅庭,南里八口,龙顺园,贾庄子,大寺东,大任庄,江水道,汽配城,珠江装饰城,大沽南路,大沽南路日报大厦,南楼地铁站,东楼,下瓦房公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,655路,0,34,新慧路公交站(海河教育园一号公交站),海河教育园管理中心,现代职业技术学院南门,雅言路天桥,辛柴路,后辛庄,中辛庄,首创光和城,唐庄子,文教厂,海河医院,双港,李楼,天职师大,中铁十八局,轻化所,灰堆南,灰堆,学苑路,柳苑公寓,复兴门地铁站,洞庭路,洪泽路,太湖路,金星里,平江南里,文玥里,平江南道,天津博物馆,文化中心图书馆,科技馆,乐园道地铁站,越秀路,文化中心公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,655路,1,34,文化中心公交站,越秀路,乐园道地铁站,科技馆,文化中心图书馆,天津博物馆,平江南道,文玥里,平江南里,金星里,太湖路,洪泽路,洞庭路,复兴门地铁站,柳苑公寓,学苑路,灰堆,灰堆南,轻化所,中铁十八局,天职师大,李楼,双港,海河医院,文教厂,唐庄子,首创光和城,中辛庄,后辛庄,辛柴路,雅言路天桥,现代职业技术学院南门,海河教育园管理中心,新慧路公交站(海河教育园一号公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,687路,0,41,西站公交站(A2站台),大丰桥,西马路,铃铛阁,康华里,西关大街,瑞德里,西市大街,南丰路,清新园,义兴南里,南丰里,世通大厦,卧龙里,鞍山西道地铁站(原传染病医院),天拖地铁站,天拖大楼南,王顶堤立交桥,迎水西里,迎水北里(迎水道),久华里,华苑地铁站(原日华里),地华里,中孚路,华苑雅士道,天华里,居华里,理工大学北门,师范大学北门,天津教育招生考试院,工业大学新校区东门,师范大学西门,文博园,潘馨园,工业大学附属小学,创源道,卓尔国际商贸城,毛条桥,永红医院,荣华桥,金牛花园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,687路,1,41,金牛花园,荣华桥,永红医院,毛条桥,卓尔国际商贸城,创源道,工业大学附属小学,潘馨园,文博园,师范大学西门,工业大学新校区东门,天津教育招生考试院,师范大学北门,理工大学北门,居华里,天华里,华苑雅士道,中孚路,地华里,华苑地铁站(原日华里),久华里,迎水北里(迎水道),迎水西里,王顶堤立交桥,天拖大楼,天拖地铁站,鞍山西道地铁站(原传染病医院),卧龙里,世通大厦,南丰里,义兴南里,清新园,南丰路,西市大街,瑞德里,西关大街,康华里,铃铛阁,先春园,大丰桥,西站公交站(A2站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,691路,0,15,空港地铁公交站,保税路,汽车园东路,西三道,空港投资服务中心,国际温泉高尔夫[中心大道],远洋新干线,复地温莎堡,中环西路西七道,中环西路西八道,西九道,西十道,中环南路(益源钢板),天保青年公寓,空港经济区公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,691路,1,15,空港经济区公交站,天保青年公寓,中环南路(益源钢板),西十道,西九道,中环西路西八道,中环西路西七道,复地温莎堡,远洋新干线,国际温泉高尔夫[中心大道],空港投资服务中心,西三道,汽车园东路,保税路,空港地铁公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,692路,0,23,空港地铁公交站,环河西路,汽车园北路,空港商务园西区,空港经济区海关,空港奥特莱斯南,中环东路,东二道,空港经济区图书馆,东五道中环东路,SM城市广场,空港医院,空港经济区学校,流霞路,西八道,中心大道西九道,中心大道西十一道,中心大道中环南路,环河南路,特警总队,民航产业化基地,经三路,港城大道公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,692路,1,23,港城大道公交站,经三路,民航产业化基地,特警总队,环河南路,中心大道中环南路,中心大道西十一道,中心大道西九道,西八道,流霞路,空港经济区学校,空港医院,SM城市广场,东五道中环东路,空港经济区图书馆,东二道,中环东路,空港奥特莱斯南,空港经济区海关,空港商务园西区,汽车园北路,环河西路,空港地铁公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,620路,0,24,高新区地铁站,海泰南北大街,三安光电,海泰南公交站,高新区消防支队,施耐德电气,发展一道,高新区软件园,电子科技十八所,紫阳桥,卉康路(卉康道),华亭国际东门,假日风景,大地十二城,金厦水语(水语花城),汪庄子大街,天阔园,阜锦道,曹庄欣苑,中北镇工业园管委会,曹庄地铁站,永旺购物中心,中北乐园公交站,曹庄子花卉市场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,620路,1,24,曹庄子花卉市场,中北乐园公交站,永旺购物中心,曹庄地铁站,中北镇工业园管委会,曹庄欣苑,阜锦道,天阔园,汪庄子大街,金厦水语(水语花城),大地十二城,假日风景,华亭国际东门,卉康路(卉康道),紫阳桥,电子科技十八所,高新区软件园,发展一道,施耐德电气,高新区消防支队,海泰南公交站,三安光电,海泰南北大街,高新区地铁站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,620路(区间),0,6,大学城地铁站,工业大学新校区东门,师范大学西门,师范大学公交站(天津师范大学主校区),理工大学主校区,理工大学主校区东门,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,620路(区间),1,6,理工大学主校区东门,理工大学主校区,师范大学公交站(天津师范大学主校区),师范大学西门,工业大学新校区东门,大学城地铁站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
