line_no,line_up,station_num,station_0,name_0,station_1,name_1,station_2,name_2,station_3,name_3,station_4,name_4,station_5,name_5,station_6,name_6,station_7,name_7,station_8,name_8,station_9,name_9,station_10,name_10,station_11,name_11,station_12,name_12,station_13,name_13,station_14,name_14,station_15,name_15,station_16,name_16,station_17,name_17,station_18,name_18,station_19,name_19,station_20,name_20,station_21,name_21,station_22,name_22,station_23,name_23,station_24,name_24,station_25,name_25,station_26,name_26,station_27,name_27,station_28,name_28,station_29,name_29,station_30,name_30,station_31,name_31,station_32,name_32,station_33,name_33,station_34,name_34,station_35,name_35,station_36,name_36,station_37,name_37,station_38,name_38,station_39,name_39,station_40,name_40,station_41,name_41,station_42,name_42,station_43,name_43,station_44,name_44,station_45,name_45,station_46,name_46,station_47,name_47,station_48,name_48,station_49,name_49,station_50,name_50,station_51,name_51,station_52,name_52,station_53,name_53,station_54,name_54,station_55,name_55,station_56,name_56,station_57,name_57,station_58,name_58,station_59,name_59,station_60,name_60,station_61,name_61,station_62,name_62,station_63,name_63,station_64,name_64,station_65,name_65,station_66,name_66,station_67,name_67,station_68,name_68,station_69,name_69,station_70,name_70,station_71,name_71,station_72,name_72,station_73,name_73,station_74,name_74,station_75,name_75,station_76,name_76,station_77,name_77,station_78,name_78,station_79,name_79,station_80,name_80,station_81,name_81,station_82,name_82,station_83,name_83,station_84,name_84,station_85,name_85,station_86,name_86,station_87,name_87,station_88,name_88,station_89,name_89,station_90,name_90,station_91,name_91,station_92,name_92,station_93,name_93,station_94,name_94,station_95,name_95,station_96,name_96,station_97,name_97,station_98,name_98,station_99,name_99,station_100,name_100,station_101,name_101,station_102,name_102,station_103,name_103,station_104,name_104,station_105,name_105,station_106,name_106,station_107,name_107,station_108,name_108,station_109,name_109,station_110,name_110,station_111,name_111,station_112,name_112,station_113,name_113,station_114,name_114,station_115,name_115,station_116,name_116,station_117,name_117,station_118,name_118,station_119,name_119,station_120,name_120,station_121,name_121,station_122,name_122,station_123,name_123,station_124,name_124,station_125,name_125,station_126,name_126
521路,1,26,4278,太湖东路公交站,181,博瑞家园,4285,投资服务中心,533,翠亨广场,5651,银河公寓,4149,天大科技园(第四大街),1418,国翔公寓(睦宁路),336,百合路(百和路),127,北洋集装箱,1172,顶益食品,3056,梅兰日兰,2483,金江路,817,丹江路,5597,贻正嘉合,4114,塘沽第一职专,4106,塘沽审判管理委员会,3597,燃气公司,4524,武警五支队,4108,塘沽森林公园,5754,中建幸福城,279,滨海一号酒店,5004,欣雅苑,2129,黄港第一幼儿园,4995,欣华苑北门,4999,欣嘉园第一小学,4998,欣嘉园站(滨海欣嘉园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820路,0,34,1802,新河庄(杭州道),5974,珠江里[滨海塘沽],5968,珠江小区,1253,妇幼医院,1803,杭州道福建北路,1801,杭州道医院,5340,宜昌里,2231,吉林路,2614,康居园,2603,康乐园,211,宝山道,817,丹江路,2483,金江路,3056,梅兰日兰,1172,顶益食品,127,北洋集装箱,2173,交警四大队,5567,药明康德,1171,顶新总部,2127,黄海路,4371,腾飞路,1613,会议中心,4333,泰达新天地,5596,贻欣园,4123,天元居,2102,鸿泰花园,3859,市民广场,282,滨海伊势丹东门,1296,枫叶学校(北海路),4342,泰达足球场(北海路),4423,万通国际新城,4413,万科金域蓝湾,3520,轻轨会展中心,1612,会展中心公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820路,1,33,1612,会展中心公交站,4413,万科金域蓝湾,,,4342,泰达足球场(北海路),1296,枫叶学校(北海路),282,滨海伊势丹东门,3859,市民广场,2102,鸿泰花园,4123,天元居,5596,贻欣园,4333,泰达新天地,1613,会议中心,4371,腾飞路,2127,黄海路,1171,顶新总部,5567,药明康德,2173,交警四大队,127,北洋集装箱,1172,顶益食品,3056,梅兰日兰,2483,金江路,817,丹江路,211,宝山道,2603,康乐园,2614,康居园,2231,吉林路,5340,宜昌里,1801,杭州道医院,1803,杭州道福建北路,1253,妇幼医院,5968,珠江小区,5974,珠江里[滨海塘沽],1802,新河庄(杭州道),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934路,0,31,2372,津秦高铁滨海站,5053,西中环,4424,宁海路[黄山道],4424,中铁城建大厦,5927,智造创想城,4297,桃园观邸东门,3697,上北新新家园西门,3647,融科心贻湾,3696,上北新新家园东门,5579,融科贻锦台西门,3648,融科贻锦台,2514,金达热力公司,4114,塘沽第一职专,5597,贻正嘉合,817,丹江路,2483,金江路,3056,梅兰日兰,1172,顶益食品,127,北洋集装箱,336,百合路(百和路),2634,开泰科技园,1139,第五大街(中央大道),4148,天大科技园(中央大道),533,翠亨广场,4285,投资服务中心,4332,泰达学院,1296,枫叶学校(北海路),4342,泰达足球场(北海路),4423,万通国际新城,4413,万科金域蓝湾,1612,会展中心公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934路,1,31,1612,会展中心公交站,4413,万科金域蓝湾,,,4342,泰达足球场(北海路),1296,枫叶学校(北海路),4332,泰达学院,4285,投资服务中心,533,翠亨广场,5651,银河公寓,4148,天大科技园(中央大道),2634,开泰科技园,336,百合路(百和路),127,北洋集装箱,1172,顶益食品,3056,梅兰日兰,2483,金江路,817,丹江路,5597,贻正嘉合,4114,塘沽第一职专,2514,金达热力公司,3648,融科贻锦台,5579,融科贻锦台西门,3696,上北新新家园东门,3647,融科心贻湾,3697,上北新新家园西门,4297,桃园观邸东门,5927,智造创想城,4424,中铁城建大厦,4424,宁海路[黄山道],5053,西中环,2372,津秦高铁滨海站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105路,0,37,2455,金元宝滨海农贸市场,750,东江路,283,滨海创业园,3435,勤美达公司,5597,贻正嘉合,211,宝山道,2603,康乐园,4099,塘沽党校,5340,宜昌里,1534,贵阳里,3987,胜利宾馆,4308,泰和城小区,4105,塘沽大剧院,1865,河滨公园,4238,天津第五中心医院(西半圆路),4098,塘沽五中,406,崇安里,4110,塘沽火车站(大连道),312,滨海龙都小区,4948,新河船厂,4439,五车地,2039,胡北路,128,北海粮油,4460,外运仓库,1863,河头村,1862,河头小学,5879,张家圈村,621,陈家圈村,2758,刘庄子村,3797,善门口村,3583,容器厂,892,大埝村,4365,田庄子村,5838,周庄子村,5279,于庄子村,5278,于庄子小学,6051,郑庄子村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105路,1,37,6051,郑庄子村,5278,于庄子小学,5279,于庄子村,5838,周庄子村,4365,田庄子村,892,大埝村,3583,容器厂,3797,善门口村,2758,刘庄子村,621,陈家圈村,5879,张家圈村,1862,河头小学,1863,河头村,4460,外运仓库,128,北海粮油,2039,胡北路,4439,五车地,4948,新河船厂,312,滨海龙都小区,4110,塘沽火车站(大连道),406,崇安里,4098,塘沽五中,4238,天津第五中心医院(西半圆路),1865,河滨公园,4105,塘沽大剧院,4308,泰和城小区,3987,胜利宾馆,1534,贵阳里,5340,宜昌里,4099,塘沽党校,2604,康乐园(鸿起顺饭庄),211,宝山道,5597,贻正嘉合,3435,勤美达公司,283,滨海创业园,750,东江路,2455,金元宝滨海农贸市场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470路,0,23,3235,南淮淀村,130,北淮淀村,2698,乐善村,862,大八亩坨村,3553,齐家埠村,3387,七里海镇,2794,李台村,4762,小尹村,2381,玖龙纸业,4261,天钢联合特钢有限公司,3289,宁河经济开发区,3287,宁河电力总公司,1315,福康花园,4354,田丰宾馆,2900,绿洲大厦,2944,芦台医院,3281,宁河区青少年宫,2943,芦台五中,2780,幸福商业广场,2255,宁河家乐超市,3292,宁河邮政局,3285,宁河消防队,1303,泛马公交站(泛马装饰城),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470路,1,23,1303,泛马公交站(泛马装饰城),3285,宁河消防队,3292,宁河邮政局,2255,宁河家乐超市,2780,幸福商业广场,2943,芦台五中,3281,宁河区青少年宫,2944,芦台医院,2900,绿洲大厦,4354,田丰宾馆,1315,福康花园,3287,宁河电力总公司,3289,宁河经济开发区,4261,天钢联合特钢有限公司,2381,玖龙纸业,4762,小尹村,2794,李台村,3387,七里海镇,3553,齐家埠村,862,大八亩坨村,2698,乐善村,130,北淮淀村,3235,南淮淀村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208路,0,45,216,宝成博物苑(宝成奇石园),756,东泥沽,1678,华盛寺,4527,武警指挥学院(武警训练基地),1842,汉港路茶棚,3752,双桥开发区,2804,李家圈,4996,欣发公寓,5003,欣达公寓,4563,王庄[津南区],3315,诺恩道,722,东张庄,276,滨河医院,4692,咸水沽二中,4923,新建里,2222,剧场,5397,月坛商厦,,,1376,光明楼,5962,照明南里,3246,南环路,3683,三道沟,1033,大芦庄,4728,宣惠园,163,北闸口中学,165,北闸口开发区,4137,天地源欧筑小区,5947,正营,1735,后营,5400,月桥村,3113,米立方,4812,小站医院,4814,小站红旗路(南付营路),1340,福馨公寓,5950,正营道,4848,幸福公寓,4810,小站一中,5695,颐养院(南付营路),1025,大站新村,132,北湖村,4813,小站实验中学,781,东花园,5133,西沟村,702,东大站,5578,营盘圈(终点站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208路,1,45,5578,营盘圈(终点站),702,东大站,5133,西沟村,781,东花园,4813,小站实验中学,132,北湖村,1025,大站新村,5695,颐养院(南付营路),4810,小站一中,4848,幸福公寓,5950,正营道,1340,福馨公寓,4815,小站红旗路(津歧公路),4812,小站医院,3113,米立方,5400,月桥村,1735,后营,5947,正营,4137,天地源欧筑小区,165,北闸口开发区,163,北闸口中学,4728,宣惠园,1033,大芦庄,3683,三道沟,3246,南环路,5962,照明南里,1376,光明楼,,,5397,月坛商厦,2222,剧场,4923,新建里,4692,咸水沽二中,276,滨河医院,722,东张庄,3315,诺恩道,4563,王庄[津南区],5003,欣达公寓,4996,欣发公寓,2804,李家圈,3752,双桥开发区,1842,汉港路茶棚,4527,武警指挥学院(武警训练基地),1678,华盛寺,756,东泥沽,216,宝成博物苑(宝成奇石园),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221路,0,18,3114,米立方海世界,4160,天山水榭花都,4816,小站镇政府,5163,西花园南门,5695,颐养院(南付营路),1025,大站新村,132,北湖村,4813,小站实验中学,781,东花园,5133,西沟村,703,东大站联合小学,702,东大站,5578,营盘圈,5573,营富道,4928,新开路村,4930,新开路村委会,4929,新开路村南,2350,津南第三阀门公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221路,1,18,2350,津南第三阀门公司,4929,新开路村南,4930,新开路村委会,4928,新开路村,5573,营富道,5578,营盘圈,702,东大站,703,东大站联合小学,5133,西沟村,781,东花园,4813,小站实验中学,132,北湖村,1025,大站新村,5695,颐养院(南付营路),,,4816,小站镇政府,4160,天山水榭花都,3114,米立方海世界,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222路(停运),0,23,4811,小站公交站,5695,颐养院(南付营路),1025,大站新村,132,北湖村,4813,小站实验中学,781,东花园,5133,西沟村,703,东大站联合小学,702,东大站,2349,津南汽车检测中心,3639,荣程钢铁,301,滨海汽车园,304,滨海湖公园,1396,功道学院,1329,福滨路,5956,泽水园市场,437,慈水园,3635,荣水园,997,大滩,596,长城里,1316,福康里,1524,葛沽镇医院,1522,葛沽公交站(金龙里),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222路(停运),1,23,1522,葛沽公交站(金龙里),1524,葛沽镇医院,1316,福康里,596,长城里,997,大滩,3635,荣水园,437,慈水园,5956,泽水园市场,1329,福滨路,1396,功道学院,304,滨海湖公园,301,滨海汽车园,3639,荣程钢铁,2349,津南汽车检测中心,702,东大站,703,东大站联合小学,5133,西沟村,781,东花园,4813,小站实验中学,132,北湖村,1025,大站新村,5695,颐养院(南付营路),4811,小站公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925路,0,11,4274,太平村镇运管所,1650,华安里西门,4026,顺安里,4273,太平村二中,4276,太平镇老年公寓,2269,居安里,2756,刘庄[滨海大港],135,北环东路,1123,窦庄子村委会,2613,康安街商业中心,1122,窦庄子公交首末站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925路,1,11,1122,窦庄子公交首末站,2613,康安街商业中心,1123,窦庄子村委会,135,北环东路,2756,刘庄[滨海大港],2269,居安里,4276,太平镇老年公寓,4273,太平村二中,4026,顺安里,1650,华安里西门,4274,太平村镇运管所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453路,0,14,1817,汉沽中心站,801,东风北里,1395,功达集团,3806,四季花苑,1829,汉沽建设路,3640,荣达馨园,5536,盐场三化,3751,双桥加油站,2298,搅拌站,136,北疆电厂,4806,小神堂,1022,大神堂,1023,大神堂六街,1024,大神堂四街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453路,1,13,1024,大神堂四街,1023,大神堂六街,1022,大神堂,4806,小神堂,136,北疆电厂,2298,搅拌站,3751,双桥加油站,5536,盐场三化,3640,荣达馨园,1829,汉沽建设路,3806,四季花苑,1395,功达集团,1817,汉沽中心站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32路,0,21,4397,万新南公交站(万新村南公交站),4525,武警医院,5239,香山道,2779,崂山道,3366,盘山道,3884,松风西里,4157,天山北路,4183,天津八中,3700,上杭花园,547,翠阜新村地铁站,5533,益寿东里,428,常州里(靖江路),5521,玉山里,5027,秀山花园,5945,正义道,4541,王串场,1343,芳景里,2621,开云大厦,2518,金钟河大街,2068,花园里,138,北站公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32路,1,21,138,北站公交站,2068,花园里,2518,金钟河大街,2621,开云大厦,1343,芳景里,4541,王串场,5945,正义道,5027,秀山花园,5521,玉山里,427,常州里(常州道),5533,益寿东里,5534,益寿里,547,翠阜新村地铁站,3700,上杭花园,3883,松风东里,3916,沙柳北路(沙柳北路),3366,盘山道,2779,崂山道,5239,香山道,4525,武警医院,4397,万新南公交站(万新村南公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地铁3号线,0,25,4187,天津南站(南站),5407,杨伍庄,1930,海泰南公交站(学府工业区),1576,高新区地铁站(高新区),902,大学城地铁站(大学城),3578,华苑地铁站(华苑),5613,迎水北里(王顶堤),5617,迎水西里(红旗南路),1610,会宾园(周邓纪念馆),3313,聂公桥(天塔),1082,德才里(吴家窑),5113,西康路地铁站(西康路),252,渤海大楼(和平路),2368,津湾广场,4232,天津站后广场公交站(天津站),4775,小树林(金狮桥),2650,昆纬路(中山路),139,北站[地铁站],3576,任贤东里(铁东路),5870,张兴庄[地铁站],,,4140,天士力(地铁站),,,1210,丰产河,4783,小淀[地铁站],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地铁3号线,1,25,4783,小淀[地铁站],1210,丰产河,,,4140,天士力(地铁站),,,5870,张兴庄[地铁站],3576,任贤东里(铁东路),139,北站[地铁站],2650,昆纬路(中山路),4775,小树林(金狮桥),4232,天津站后广场公交站(天津站),2368,津湾广场,252,渤海大楼(和平路),5113,西康路地铁站(西康路),1082,德才里(吴家窑),3313,聂公桥(天塔),1610,会宾园(周邓纪念馆),5617,迎水西里(红旗南路),5613,迎水北里(王顶堤),3578,华苑地铁站(华苑),902,大学城地铁站(大学城),1576,高新区地铁站(高新区),1930,海泰南公交站(学府工业区),5407,杨伍庄,4187,天津南站(南站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913路(尚未开通),0,28,1621,侯台公交站,5985,碧水家园,344,碧岭园,1623,侯台花园,1622,侯台村,4935,新技术产业园区,,,4169,天拖北道,5363,延安西路,5290,云河桥,5362,延安楼,1301,汾水道,2404,芥园西道(芥云桥南),2537,锦园里,5126,西横堤,5428,杨庄子,1470,广阳里,144,北营门桥,3673,三条石,161,北门(北马路),809,东马路,4493,望海楼,3727,十字街,4774,小树林,4917,新大路,3802,四十八中学,5571,莹津里,2171,井冈山路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913路(尚未开通),1,29,2171,井冈山路公交站,5571,莹津里,3802,四十八中学,4917,新大路,4774,小树林,3727,十字街,4973,新都市百货,4493,望海楼,809,东马路,161,北门(北马路),3673,三条石,144,北营门桥,3092,民族中学,5607,跃进里[西青道],5428,杨庄子,5126,西横堤,2537,锦园里,2404,芥园西道(芥云桥南),1301,汾水道,5362,延安楼,5290,云河桥,5363,延安西路,,,4935,新技术产业园区,1622,侯台村,1623,侯台花园,344,碧岭园,5985,碧水家园,1621,侯台公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
通勤快车14路,0,14,2196,佳园南里,2199,佳园里,2741,刘园地铁站,2743,刘园村,147,北辰医院,146,北辰中医医院,1628,化工大楼,2145,九十二中,3770,双街新家园,501,柴楼新庄园,5414,杨堤,3702,上蒲口,1815,汉沟,4826,小街新苑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
通勤快车14路,1,14,4826,小街新苑,1815,汉沟,3702,上蒲口,5414,杨堤,501,柴楼新庄园,3770,双街新家园,2145,九十二中,1628,化工大楼,146,北辰中医医院,147,北辰医院,2743,刘园村,2741,刘园地铁站,2199,佳园里,2196,佳园南里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723路,0,16,502,柴楼新庄园站(柴楼新庄园公交站),501,柴楼新庄园,3770,双街新家园,1628,化工大楼,146,北辰中医医院,147,北辰医院,2743,刘园村,2745,刘园苗圃,3020,龙洲道,2092,韩家墅市场,3782,双青新家园,156,北辰西道高铁桥,155,北辰西道京福路,2013,红光农场,4258,天籁湾,4384,铁锅店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
