line_no,line_up,station_num,station_0,name_0,station_1,name_1,station_2,name_2,station_3,name_3,station_4,name_4,station_5,name_5,station_6,name_6,station_7,name_7,station_8,name_8,station_9,name_9,station_10,name_10,station_11,name_11,station_12,name_12,station_13,name_13,station_14,name_14,station_15,name_15,station_16,name_16,station_17,name_17,station_18,name_18,station_19,name_19,station_20,name_20,station_21,name_21,station_22,name_22,station_23,name_23,station_24,name_24,station_25,name_25,station_26,name_26,station_27,name_27,station_28,name_28,station_29,name_29,station_30,name_30,station_31,name_31,station_32,name_32,station_33,name_33,station_34,name_34,station_35,name_35,station_36,name_36,station_37,name_37,station_38,name_38,station_39,name_39,station_40,name_40,station_41,name_41,station_42,name_42,station_43,name_43,station_44,name_44,station_45,name_45,station_46,name_46,station_47,name_47,station_48,name_48,station_49,name_49,station_50,name_50,station_51,name_51,station_52,name_52,station_53,name_53,station_54,name_54,station_55,name_55,station_56,name_56,station_57,name_57,station_58,name_58,station_59,name_59,station_60,name_60,station_61,name_61,station_62,name_62,station_63,name_63,station_64,name_64,station_65,name_65,station_66,name_66,station_67,name_67,station_68,name_68,station_69,name_69,station_70,name_70,station_71,name_71,station_72,name_72,station_73,name_73,station_74,name_74,station_75,name_75,station_76,name_76,station_77,name_77,station_78,name_78,station_79,name_79,station_80,name_80,station_81,name_81,station_82,name_82,station_83,name_83,station_84,name_84,station_85,name_85,station_86,name_86,station_87,name_87,station_88,name_88,station_89,name_89,station_90,name_90,station_91,name_91,station_92,name_92,station_93,name_93,station_94,name_94,station_95,name_95,station_96,name_96,station_97,name_97,station_98,name_98,station_99,name_99,station_100,name_100,station_101,name_101,station_102,name_102,station_103,name_103,station_104,name_104,station_105,name_105,station_106,name_106,station_107,name_107,station_108,name_108,station_109,name_109,station_110,name_110,station_111,name_111,station_112,name_112,station_113,name_113,station_114,name_114,station_115,name_115,station_116,name_116,station_117,name_117,station_118,name_118,station_119,name_119,station_120,name_120,station_121,name_121,station_122,name_122,station_123,name_123,station_124,name_124,station_125,name_125,station_126,name_126
628路,0,45,921,大寺龙居花园,920,大寺镇政府,5837,周庄子,851,大任庄,854,大任庄村,853,大任庄小学,4457,外环十六号桥,4609,解放南路地铁站(原卫津桥),2327,江水道,3475,汽配城,5971,珠江道,5970,珠江装饰城,5650,郁江南里,4481,文才公寓,2474,金星里,3331,平江南里,4487,文玥里,231,宾西楼,3316,欧亚花园(天津市政府),234,宾馆西路,226,宾水桥,4050,体院北,1645,华夏未来,3465,气象南里,1765,天塔南(原环湖医院),4138,天塔,54,八里台,3383,七里台,2718,六里台,1886,海光寺,3729,升安大街(陞安大街),3201,南市旅馆街,5076,西南角,3264,南马路,5192,西马路,2988,铃铛阁,2169,井冈山桥,4430,五十一中学,2020,红旗地道,2395,纪念馆路,2547,集平里,5030,秀水苑,5134,西河桥,5951,水木天成,3902,水木天成站(水木天成公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628路,1,47,3902,水木天成站(水木天成公交站),5951,水木天成,5134,西河桥,1552,阁林园(622路/628路),5030,秀水苑,2547,集平里,1879,洪湖里,2020,红旗地道,4430,五十一中学,2169,井冈山桥,2988,铃铛阁,5192,西马路,3264,南马路,5076,西南角,3869,慎益大街,3201,南市旅馆街,3729,升安大街(陞安大街),1886,海光寺,2718,六里台,3383,七里台,54,八里台,4138,天塔,1765,天塔南(原环湖医院),3465,气象南里,1645,华夏未来,4050,体院北,226,宾水桥,234,宾馆西路,3316,欧亚花园(天津市政府),231,宾西楼,5084,西园南里,4240,天津老年大学,4487,文玥里,3331,平江南里,2474,金星里,4481,文才公寓,5650,郁江南里,5970,珠江装饰城,5971,珠江道,3475,汽配城,2327,江水道,4609,解放南路地铁站(原卫津桥),4457,外环十六号桥,851,大任庄,5837,周庄子,920,大寺镇政府,921,大寺龙居花园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643路,1,32,5751,中山门和睦道(中心西道),5779,中心西道,5767,中心南道,5747,中山门东里(友爱东里),1457,广宁路(广宁路),5749,中山门南里,5746,中山门地铁站,1188,二宫,945,大桥道,1845,河东体育场,3722,十五经路,3726,十四经路,591,长城公寓,860,大光明桥,4805,小白楼,1985,湖北路,605,长沙路,272,滨江道(伊势丹商厦),5906,总医院,4891,新兴路,3383,七里台,54,八里台,4138,天塔,3889,水上公园,3893,水上村,5843,周邓纪念馆,1609,会宾园,3850,山西宾馆,5612,迎水东里,2980,迎风道地铁站(原理工大学),1525,观园公寓,1694,华苑小区站(华苑小区公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658路,0,46,3021,龙洲道站(龙洲道公交站),582,辰达北路,3506,秋瑞家园,3609,瑞景西道,3607,瑞景小学,4064,听景园,583,辰达路,3621,瑞贤园,3623,瑞达里,2198,佳园新里,2199,佳园里,2196,佳园南里,238,本溪路地铁站,3268,宁城楼,3389,七零七所大楼,632,丁字沽十一段,4435,五爱道,1379,光荣道,2029,红桥北大街,3673,三条石,161,北门(北马路),809,东马路,93,北城街,394,城厢东路,1600,鼓楼东,3875,时代广场,3200,南市,4903,新华路百货大楼,3626,荣业大街,3263,南门外大街,3729,升安大街(陞安大街),1886,海光寺,2718,六里台,3383,七里台,54,八里台,4138,天塔,1765,天塔南(原环湖医院),3465,气象南里,1645,华夏未来,4050,体院北,5550,育贤里,4045,体育学院东门,2004,环湖中路,2393,纪庄子前街,5801,中石油桥,2396,纪明家园西门,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658路,1,48,2396,纪明家园西门,1424,国风星苑,5801,中石油桥,2788,李七庄,4044,体育学院,4040,体北道,5550,育贤里,4050,体院北,1645,华夏未来,3465,气象南里,1765,天塔南(原环湖医院),4138,天塔,54,八里台,3383,七里台,2718,六里台,1886,海光寺,3729,升安大街(陞安大街),3263,南门外大街,3626,荣业大街,337,百货大楼(新华路口),4662,兴安路北安桥口,3200,南市,3875,时代广场,1600,鼓楼东,394,城厢东路,93,北城街,809,东马路,161,北门(北马路),3673,三条石,2029,红桥北大街,1379,光荣道,4435,五爱道,632,丁字沽十一段,3389,七零七所大楼,3268,宁城楼,238,本溪路地铁站,2196,佳园南里,2199,佳园里,2198,佳园新里,3623,瑞达里,3621,瑞贤园,583,辰达路,4064,听景园,3607,瑞景小学,3609,瑞景西道,3506,秋瑞家园,582,辰达北路,3021,龙洲道站(龙洲道公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662路,0,42,2405,芥园西道公交站,1301,汾水道,4982,昔阳里,4362,田川里,420,川府新村,6022,资阳路,5680,雅安西里,4376,通江路,248,泊江东里,5140,西湖道,4446,卧龙里,3001,龙井里,5139,西湖村,4146,天大宿舍,3383,七里台,54,八里台,1081,德才里,4051,佟楼,1203,儿童医院,6054,鑫银大厦,5609,迎宾馆,4386,银河广场北(原天津宾馆),232,宾馆南道,3330,平江南道,4214,天津有线电视台,3615,瑞江道,5970,珠江装饰城,3033,名都新园,5972,珠江道茶城,5969,珠江桥,3332,平江里,422,川江里,5543,粤江里,5300,元山里,5966,珠峰里,5522,玉峰花园,3377,鄱阳路,3923,泗水道艺林路,173,北马集,3148,马集路,1893,海天路,3783,双马站(双马公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662路,1,44,3783,双马站(双马公交站),1893,海天路,3148,马集路,173,北马集,3923,泗水道艺林路,3377,鄱阳路,5522,玉峰花园,5966,珠峰里,5300,元山里,5543,粤江里,422,川江里,5973,珠江里,5969,珠江桥,5972,珠江道茶城,3033,名都新园,5970,珠江装饰城,5650,郁江南里,3615,瑞江道,4214,天津有线电视台,3330,平江南道,232,宾馆南道,4386,银河广场北(原天津宾馆),5609,迎宾馆,6054,鑫银大厦,1203,儿童医院,4051,佟楼,1081,德才里,54,八里台,3383,七里台,4146,天大宿舍,5139,西湖村,3001,龙井里,4446,卧龙里,5679,雅安东里,5294,云龙里,5680,雅安西里,6022,资阳路,420,川府新村,4362,田川里,4982,昔阳里,5362,延安楼,1301,汾水道,2403,芥园西道(芥云桥北),2405,芥园西道公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675路,0,39,4358,田园小区,3656,三千路,3091,民宜里,5523,玉琢里,5524,玉翠里,6007,纸箱厂,2026,红星桥,5342,宜白小区,3575,任贤东里,5537,盐坨桥,2286,建昌道,4215,天津服装城,3593,润园里,4545,王串场四号路,2621,开云大厦,4774,小树林,3727,十字街,4493,望海楼,394,城厢东路,1600,鼓楼东,3202,南市食品街,3263,南门外大街,3729,升安大街(陞安大街),1886,海光寺,2718,六里台,3383,七里台,54,八里台,4138,天塔,1765,天塔南(原环湖医院),3465,气象南里,1645,华夏未来,4050,体院北,226,宾水桥,3316,欧亚花园(天津市政府),231,宾西楼,5084,西园南里,4240,天津老年大学,232,宾馆南道,4475,文化中心公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675路,1,40,4475,文化中心公交站,232,宾馆南道,4240,天津老年大学,5084,西园南里,231,宾西楼,3316,欧亚花园(天津市政府),226,宾水桥,4050,体院北,1645,华夏未来,3465,气象南里,1765,天塔南(原环湖医院),4138,天塔,54,八里台,3383,七里台,2718,六里台,1886,海光寺,3729,升安大街(陞安大街),3263,南门外大街,3202,南市食品街,1600,鼓楼东,394,城厢东路,809,东马路,4493,望海楼,3727,十字街,4774,小树林,2621,开云大厦,4545,王串场四号路,3593,润园里,4215,天津服装城,2286,建昌道,5537,盐坨桥,3575,任贤东里,5342,宜白小区,2026,红星桥,6007,纸箱厂,5524,玉翠里,5523,玉琢里,3091,民宜里,3656,三千路,4358,田园小区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707路,0,25,1887,海光寺公交站,3383,七里台,54,八里台,1249,复康路八里台,3870,手表厂,4195,天津图书馆,4604,王顶堤金冠里,4935,新技术产业园区,1622,侯台村,3162,农学院,397,城建大学,215,宝德学院,1443,工农大桥,5048,行政学院,5886,张家窝工业园(丰泽道),4186,天津南站,3976,社会山中心,3610,瑞欣广场,5889,张家窝镇政府,2877,灵泉南里,2540,锦江之星[天津南站店],2259,家华里,2260,家合里,2264,家诚里,5885,张家窝家泰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707路,1,25,5885,张家窝家泰里,2264,家诚里,2260,家合里,2259,家华里,2540,锦江之星[天津南站店],2877,灵泉南里,5889,张家窝镇政府,3610,瑞欣广场,3976,社会山中心,4186,天津南站,5887,张家窝工业园(京福支线),5048,行政学院,1443,工农大桥,215,宝德学院,397,城建大学,3162,农学院,1622,侯台村,4935,新技术产业园区,4604,王顶堤金冠里,4195,天津图书馆,3870,手表厂,1249,复康路八里台,54,八里台,3383,七里台,1887,海光寺公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710路,0,13,1887,海光寺公交站,3383,七里台,54,八里台,4138,天塔,4046,体育宾馆,2857,梨园头,915,大寺,2938,芦北口,2021,红旗村,3547,青泊洼,4756,小孙庄[西青区],3970,石油职业技术学院,3965,石油学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710路,1,13,3965,石油学院,3970,石油职业技术学院,4756,小孙庄[西青区],3547,青泊洼,2021,红旗村,2938,芦北口,915,大寺,2857,梨园头,4046,体育宾馆,4138,天塔,54,八里台,3383,七里台,1887,海光寺公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710路(区间),0,9,1887,海光寺公交站,3383,七里台,54,八里台,4138,天塔,4046,体育宾馆,2857,梨园头,915,大寺,4079,团泊湖温泉酒店,4200,天津大学仁爱学院(西南门),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710路(区间),1,9,4200,天津大学仁爱学院(西南门),4079,团泊湖温泉酒店,915,大寺,2857,梨园头,4046,体育宾馆,4138,天塔,54,八里台,3383,七里台,1887,海光寺公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713路,0,24,2245,嘉陵南里站(嘉陵南里公交站),2244,嘉陵南里,5294,云龙里,5679,雅安东里,4444,卧龙北里,1367,风荷园,3714,世通大厦,3001,龙井里,5139,西湖村,4146,天大宿舍,3383,七里台,54,八里台,4138,天塔,551,苍穹道,2007,环湖西里,4046,体育宾馆,4044,体育学院,2788,李七庄,5801,中石油桥,2692,丽江道,4546,王兰庄,3119,美域兰园,4548,王兰花园,5726,中医一附院新院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713路,1,26,5726,中医一附院新院,443,昌凌路桥,4548,王兰花园,3119,美域兰园,4546,王兰庄,2692,丽江道,5801,中石油桥,2788,李七庄,4044,体育学院,4046,体育宾馆,2007,环湖西里,551,苍穹道,4138,天塔,3312,聂公桥,54,八里台,3383,七里台,4146,天大宿舍,5139,西湖村,3001,龙井里,3714,世通大厦,1367,风荷园,4444,卧龙北里,5679,雅安东里,5294,云龙里,2244,嘉陵南里,2245,嘉陵南里站(嘉陵南里公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832路,0,29,919,大寺村,3016,龙泉道,3487,泉集北里,3489,泉集里,3677,三环宿舍(天祥工业区),2857,梨园头,2146,九十五中学,1568,高庄子,4737,小倪庄,4546,王兰庄,2692,丽江道,5801,中石油桥,2788,李七庄,4044,体育学院,4046,体育宾馆,2007,环湖西里,551,苍穹道,4138,天塔,3312,聂公桥,54,八里台,3383,七里台,2718,六里台,1886,海光寺,3729,升安大街(陞安大街),3263,南门外大街,3626,荣业大街,338,百货大楼(百盛购物中心),5394,意式风情区(进步道),4229,天津站(天津站A5站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832路,1,30,4229,天津站(天津站A5站台),3989,胜利路,3326,平安街,5393,意式风情区(平安街),339,百货大楼(福安大街),3626,荣业大街,3263,南门外大街,3729,升安大街(陞安大街),1886,海光寺,2718,六里台,3383,七里台,54,八里台,4138,天塔,551,苍穹道,2007,环湖西里,4046,体育宾馆,4044,体育学院,2788,李七庄,5801,中石油桥,2692,丽江道,4546,王兰庄,4737,小倪庄,1568,高庄子,2146,九十五中学,2857,梨园头,3677,三环宿舍(天祥工业区),3489,泉集里,3487,泉集北里,3016,龙泉道,919,大寺村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855路,0,46,325,白庙公交站,126,北洋桥,3457,栖霞里,629,丁字沽一号路,5137,西沽,5057,西于庄,3673,三条石,1372,估衣街,1599,鼓楼,3869,慎益大街,3201,南市旅馆街,3729,升安大街(陞安大街),1886,海光寺,2718,六里台,3383,七里台,54,八里台,1081,德才里,4051,佟楼,1203,儿童医院,5318,友谊路,3811,四新宿舍,5074,西南楼,963,大沽南路日报大厦,2265,尖山宿舍,4087,土城,3074,棉四宿舍,1543,钢丝绳厂,1247,复兴门地铁站,2840,柳苑公寓,4724,学苑路,1988,灰堆,1989,灰堆南,3514,轻化所,5817,中铁十八局,1425,天职师大,2813,李楼,,,2457,金凤里,5225,鑫港园,3765,双港装饰城(港鑫湾家居装饰城),3761,双港工业园区,4207,天津寝园,3265,南马集,4919,新家园路,4468,微山南路,3763,双港新家园北公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855路,1,46,3763,双港新家园北公交站,4468,微山南路,4919,新家园路,3265,南马集,4207,天津寝园,3761,双港工业园区,3765,双港装饰城(港鑫湾家居装饰城),5225,鑫港园,2457,金凤里,,,2813,李楼,1425,天职师大,5817,中铁十八局,3514,轻化所,1989,灰堆南,1988,灰堆,4724,学苑路,2840,柳苑公寓,1247,复兴门地铁站,1543,钢丝绳厂,3074,棉四宿舍,4087,土城,2265,尖山宿舍,963,大沽南路日报大厦,5074,西南楼,3811,四新宿舍,5318,友谊路,1203,儿童医院,4051,佟楼,1081,德才里,54,八里台,3383,七里台,2718,六里台,1886,海光寺,3729,升安大街(陞安大街),3201,南市旅馆街,3869,慎益大街,1599,鼓楼,1372,估衣街,3673,三条石,5057,西于庄,5137,西沽,629,丁字沽一号路,3457,栖霞里,126,北洋桥,325,白庙公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859路,0,61,4535,浯水道站(浯水道公交站),5467,榆林路桂江里,3921,泗水道桂江里,3924,泗水道贵山里,5522,玉峰花园,5966,珠峰里,5919,振财里,564,财经大学地铁站,607,长湖路,5686,雅致里,1989,灰堆南,1988,灰堆,4724,学苑路,2840,柳苑公寓,1247,复兴门地铁站,1543,钢丝绳厂,3074,棉四宿舍,4087,土城,962,大沽南路,2038,红霞里,2140,黑牛城道,2474,金星里,3331,平江南里,1201,二附属西门,2659,科技馆,4037,乐园道地铁站,5602,越秀路,4288,文化中心地铁站,234,宾馆西路,226,宾水桥,4050,体院北,1645,华夏未来,3465,气象南里,1765,天塔南(原环湖医院),4138,天塔,3312,聂公桥,54,八里台,3383,七里台,4146,天大宿舍,5139,西湖村,3001,龙井里,3714,世通大厦,3224,南开文化宫,1180,二十五中学,5107,西市大街,4431,五十中学,5061,西关大街,2606,康华里,2169,井冈山桥,5159,西站南广场,847,大丰西胡同,5369,御河湾,4875,新三条石大街,3673,三条石,5057,西于庄,5137,西沽,628,丁字沽,636,丁字沽四段,630,丁字沽八段,634,丁字沽十三段(丁字沽一号路),240,本溪路站(本溪路公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859路,1,59,240,本溪路站(本溪路公交站),634,丁字沽十三段(丁字沽一号路),630,丁字沽八段,636,丁字沽四段,628,丁字沽,5137,西沽,5057,西于庄,4875,新三条石大街,5369,御河湾,847,大丰西胡同,5159,西站南广场,2169,井冈山桥,2606,康华里,5061,西关大街,4431,五十中学,5107,西市大街,1180,二十五中学,3224,南开文化宫,3714,世通大厦,3001,龙井里,5139,西湖村,4146,天大宿舍,3383,七里台,54,八里台,4138,天塔,1765,天塔南(原环湖医院),3465,气象南里,1645,华夏未来,4050,体院北,226,宾水桥,234,宾馆西路,4288,文化中心地铁站,5602,越秀路,4037,乐园道地铁站,2659,科技馆,1201,二附属西门,3331,平江南里,2474,金星里,2140,黑牛城道,2038,红霞里,962,大沽南路,4087,土城,3074,棉四宿舍,1543,钢丝绳厂,1247,复兴门地铁站,2840,柳苑公寓,4724,学苑路,1988,灰堆,1989,灰堆南,5686,雅致里,607,长湖路,564,财经大学地铁站,5919,振财里,5966,珠峰里,5522,玉峰花园,3924,泗水道贵山里,3921,泗水道桂江里,5467,榆林路桂江里,4535,浯水道站(浯水道公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952路,0,34,2377,津门湖公交站,5852,增江道,1346,芳水园,3062,梅江中学,4879,新世纪城,5086,西园道,225,宾水南里,2003,环湖东路,4050,体院北,1645,华夏未来,3465,气象南里,806,东风里,3466,气象台路德才里,54,八里台,3383,七里台,2718,六里台,2191,今晚报大厦,603,长江道,3206,南开二纬路,4190,天津商场,3264,南马路,5064,西北角地铁站,846,大丰桥,5159,西站南广场,4430,五十一中学,2020,红旗地道,1879,洪湖里,2016,红十字会医院,632,丁字沽十一段,3389,七零七所大楼,4257,天穆村,1675,华润万家北辰店,3138,马庄,3030,龙门东道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952路,1,35,3030,龙门东道,84,北仓,85,北仓礼堂,3138,马庄,1675,华润万家北辰店,4257,天穆村,3389,七零七所大楼,632,丁字沽十一段,2016,红十字会医院,1879,洪湖里,2020,红旗地道,4430,五十一中学,5159,西站南广场,846,大丰桥,5064,西北角地铁站,3264,南马路,4190,天津商场,3206,南开二纬路,603,长江道,2191,今晚报大厦,2718,六里台,3383,七里台,54,八里台,3466,气象台路德才里,806,东风里,3465,气象南里,1645,华夏未来,4050,体院北,2003,环湖东路,225,宾水南里,5086,西园道,4879,新世纪城,1346,芳水园,5852,增江道,2377,津门湖公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
